"61422", "Australia", "Mobile Line", "Optus"
"61423", "Australia", "Mobile Line", "Optus"
"61431", "Australia", "Mobile Line", "Optus"
"61432", "Australia", "Mobile Line", "Optus"
"61434", "Australia", "Mobile Line", "Optus"
"61435", "Australia", "Mobile Line", "Optus"
"614350", "Australia", "Mobile Line", "Optus"
"614351", "Australia", "Mobile Line", "Optus"
"614352", "Australia", "Mobile Line", "Optus"
"614660", "Australia", "Mobile Line", "Optus"
"614661", "Australia", "Mobile Line", "Optus"
"614662", "Australia", "Mobile Line", "Optus"
"614663", "Australia", "Mobile Line", "Optus"
"614664", "Australia", "Mobile Line", "Optus"
"614665", "Australia", "Mobile Line", "Optus"
"614666", "Australia", "Mobile Line", "Optus"
"61400", "Australia", "Mobile Line", "Telestra"
"61407", "Australia", "Mobile Line", "Telestra"
"61408", "Australia", "Mobile Line", "Telestra"
"61409", "Australia", "Mobile Line", "Telestra"
"61417", "Australia", "Mobile Line", "Telestra"
"61418", "Australia", "Mobile Line", "Telestra"
"61419", "Australia", "Mobile Line", "Telestra"
"61427", "Australia", "Mobile Line", "Telestra"
"61428", "Australia", "Mobile Line", "Telestra"
"61429", "Australia", "Mobile Line", "Telestra"
"61437", "Australia", "Mobile Line", "Telestra"
"61438", "Australia", "Mobile Line", "Telestra"
"61439", "Australia", "Mobile Line", "Telestra"
"61447", "Australia", "Mobile Line", "Telestra"
"61448", "Australia", "Mobile Line", "Telestra"
"61458", "Australia", "Mobile Line", "Telestra"
"61459", "Australia", "Mobile Line", "Telestra"
"614880", "Australia", "Mobile Line", "Telestra"
"614881", "Australia", "Mobile Line", "Telestra"
"614882", "Australia", "Mobile Line", "Telestra"
"614883", "Australia", "Mobile Line", "Telestra"
"614884", "Australia", "Mobile Line", "Telestra"
"614885", "Australia", "Mobile Line", "Telestra"
"614886", "Australia", "Mobile Line", "Telestra"
"614887", "Australia", "Mobile Line", "Telestra"
"614889", "Australia", "Mobile Line", "Telestra"
"61404", "Australia", "Mobile Line", "Vodafone"
"61405", "Australia", "Mobile Line", "Vodafone"
"61406", "Australia", "Mobile Line", "Vodafone"
"61410", "Australia", "Mobile Line", "Vodafone"
"61414", "Australia", "Mobile Line", "Vodafone"
"61415", "Australia", "Mobile Line", "Vodafone"
"61416", "Australia", "Mobile Line", "Vodafone"
"61420", "Australia", "Mobile Line", "Vodafone"
"61424", "Australia", "Mobile Line", "Vodafone"
"61449", "Australia", "Mobile Line", "Vodafone"
"61450", "Australia", "Mobile Line", "Vodafone"
"61451", "Australia", "Mobile Line", "Vodafone"
"614202", "Australia", "Mobile Line", "Vodafone"
"614203", "Australia", "Mobile Line", "Vodafone"
"614204", "Australia", "Mobile Line", "Vodafone"
"614205", "Australia", "Mobile Line", "Vodafone"
"614206", "Australia", "Mobile Line", "Vodafone"
"614207", "Australia", "Mobile Line", "Vodafone"
"614208", "Australia", "Mobile Line", "Vodafone"
"614209", "Australia", "Mobile Line", "Vodafone"
"6186", "Australia", "Fixed Line", "Perth"
"61892", "Australia", "Fixed Line", "Perth"
"61893", "Australia", "Fixed Line", "Perth"
"61894", "Australia", "Fixed Line", "Perth"
"6113", "Australia", "Fixed Line", "Special Services"
"6128", "Australia", "Fixed Line", "Sydney"
"6129", "Australia", "Fixed Line", "Sydney"
"43", "Austria", "Fixed Line", ""
"436", "Austria", "Fixed Line", ""
"43665", "Austria", "Fixed Line", ""
"43667", "Austria", "Fixed Line", ""
"43668", "Austria", "Fixed Line", ""
"43686", "Austria", "Fixed Line", ""
"4368", "Austria", "Mobile Line", ""
"43666", "Austria", "Mobile Line", ""
"43669", "Austria", "Mobile Line", ""
"43677", "Austria", "Mobile Line", ""
"43678", "Austria", "Mobile Line", ""
"43711", "Austria", "Mobile Line", ""
"43720", "Austria", "Mobile Line", ""
"43730", "Austria", "Mobile Line", ""
"43740", "Austria", "Mobile Line", ""
"43780", "Austria", "Mobile Line", ""
"43810", "Austria", "Mobile Line", ""
"43820", "Austria", "Mobile Line", ""
"4368110", "Austria", "Mobile Line", ""
"4368111", "Austria", "Mobile Line", ""
"4368181", "Austria", "Mobile Line", ""
"4368182", "Austria", "Mobile Line", ""
"43680", "Austria", "Mobile Line", "3G"
"43681", "Austria", "Mobile Line", "Connect One"
"43699", "Austria", "Mobile Line", "Connect One"
"43660", "Austria", "Mobile Line", "Hutchinson 3G"
"43676", "Austria", "Mobile Line", "Max TMobile"
"43644", "Austria", "Mobile Line", "Mobilkom"
"43663", "Austria", "Mobile Line", "Mobilkom"
"43664", "Austria", "Mobile Line", "Mobilkom"
"43688", "Austria", "Mobile Line", "Tele2"
"4369988", "Austria", "Mobile Line", "Tele2"
"4369989", "Austria", "Mobile Line", "Tele2"
"43650", "Austria", "Mobile Line", "Telering"
"431", "Austria", "Fixed Line", "Vienna"
"994", "Azerbaijan", "Fixed Line", ""
"99412", "Azerbaijan", "Fixed Line", "Baku"
"99440", "Azerbaijan", "Mobile Line", ""
"99444", "Azerbaijan", "Mobile Line", ""
"99450", "Azerbaijan", "Mobile Line", ""
"99451", "Azerbaijan", "Mobile Line", ""
"99460", "Azerbaijan", "Mobile Line", ""
"99470", "Azerbaijan", "Mobile Line", ""
"99477", "Azerbaijan", "Mobile Line", ""
"99455", "Azerbaijan", "Mobile Line", "Bakcell"
"1242", "Bahamas", "Fixed Line", ""
"1242357", "Bahamas", "Mobile Line", ""
"1242359", "Bahamas", "Mobile Line", ""
"1242427", "Bahamas", "Mobile Line", ""
"1242457", "Bahamas", "Mobile Line", ""
"1242477", "Bahamas", "Mobile Line", ""
"1242557", "Bahamas", "Mobile Line", ""
"973", "Bahrain", "Fixed Line", ""
"9739", "Bahrain", "Fixed Line", ""
"97366", "Bahrain", "Fixed Line", ""
"97396", "Bahrain", "Fixed Line", ""
"973136", "Bahrain", "Fixed Line", ""
"9733", "Bahrain", "Mobile Line", ""
"97339", "Bahrain", "Mobile Line", "Batelco"
"973383", "Bahrain", "Mobile Line", "Batelco"
"973384", "Bahrain", "Mobile Line", "Batelco"
"973388", "Bahrain", "Mobile Line", "Batelco"
"97377", "Bahrain", "Mobile Line", "Mena"
"97333", "Bahrain", "Mobile Line", "VIVA"
"973340", "Bahrain", "Mobile Line", "VIVA"
"973341", "Bahrain", "Mobile Line", "VIVA"
"973343", "Bahrain", "Mobile Line", "VIVA"
"973344", "Bahrain", "Mobile Line", "VIVA"
"973345", "Bahrain", "Mobile Line", "VIVA"
"97336", "Bahrain", "Mobile Line", "Zain"
"973377", "Bahrain", "Mobile Line", "Zain"
"880", "Bangladesh", "Fixed Line", ""
"88031", "Bangladesh", "Fixed Line", "Chittagong"
"8802", "Bangladesh", "Fixed Line", "Dhaka"
"8801", "Bangladesh", "Mobile Line", ""
"88018", "Bangladesh", "Mobile Line", "Aktel"
"88019", "Bangladesh", "Mobile Line", "Banglalink"
"88017", "Bangladesh", "Mobile Line", "Grameen"
"880821", "Bangladesh", "Fixed Line", "Sylhet"
"1246", "Barbados", "Fixed Line", ""
"124623", "Barbados", "Mobile Line", ""
"124624", "Barbados", "Mobile Line", ""
"124625", "Barbados", "Mobile Line", ""
"124626", "Barbados", "Mobile Line", ""
"124645", "Barbados", "Mobile Line", ""
"124652", "Barbados", "Mobile Line", ""
"124682", "Barbados", "Mobile Line", ""
"124683", "Barbados", "Mobile Line", ""
"1246230", "Barbados", "Mobile Line", ""
"1246231", "Barbados", "Mobile Line", ""
"1246232", "Barbados", "Mobile Line", ""
"1246233", "Barbados", "Mobile Line", ""
"1246234", "Barbados", "Mobile Line", ""
"1246240", "Barbados", "Mobile Line", ""
"1246241", "Barbados", "Mobile Line", ""
"1246446", "Barbados", "Mobile Line", ""
"1246447", "Barbados", "Mobile Line", ""
"1246448", "Barbados", "Mobile Line", ""
"1246449", "Barbados", "Mobile Line", ""
"1246530", "Barbados", "Mobile Line", ""
"1246531", "Barbados", "Mobile Line", ""
"1246532", "Barbados", "Mobile Line", ""
"1246533", "Barbados", "Mobile Line", ""
"1246534", "Barbados", "Mobile Line", ""
"375", "Belarus", "Fixed Line", ""
"375239886", "Belarus", "Fixed Line", ""
"37517", "Belarus", "Fixed Line", "Minsk"
"37525", "Belarus", "Mobile Line", ""
"37529", "Belarus", "Mobile Line", ""
"375256221", "Belarus", "Mobile Line", ""
"375256222", "Belarus", "Mobile Line", ""
"37544", "Belarus", "Mobile Line", "MDC"
"375291", "Belarus", "Mobile Line", "MDC"
"375293", "Belarus", "Mobile Line", "MDC"
"375296", "Belarus", "Mobile Line", "MDC"
"375299", "Belarus", "Mobile Line", "MDC"
"37533", "Belarus", "Mobile Line", "MTS"
"375292", "Belarus", "Mobile Line", "MTS"
"375295", "Belarus", "Mobile Line", "MTS"
"375297", "Belarus", "Mobile Line", "MTS"
"375298", "Belarus", "Mobile Line", "MTS"
"32", "Belgium", "Fixed Line", ""
"3217", "Belgium", "Fixed Line", ""
"3218", "Belgium", "Fixed Line", ""
"3244", "Belgium", "Fixed Line", ""
"3272", "Belgium", "Fixed Line", ""
"3273", "Belgium", "Fixed Line", ""
"3275", "Belgium", "Fixed Line", ""
"3288", "Belgium", "Fixed Line", ""
"3295", "Belgium", "Fixed Line", ""
"32446", "Belgium", "Fixed Line", ""
"32846", "Belgium", "Fixed Line", ""
"323", "Belgium", "Fixed Line", "Antwerp"
"322", "Belgium", "Fixed Line", "Brussels"
"329", "Belgium", "Fixed Line", "Gent"
"3298", "Belgium", "Fixed Line", "Gent"
"3249", "Belgium", "Mobile Line", "Mobistar"
"3248", "Belgium", "Mobile Line", "Orange"
"32485", "Belgium", "Mobile Line", "Orange"
"3247", "Belgium", "Mobile Line", "Proximus"
"32460", "Belgium", "Mobile Line", "Proximus"
"32400047", "Belgium", "Mobile Line", "Proximus"
"324000460", "Belgium", "Mobile Line", "Proximus"
"324681", "Belgium", "Mobile Line", "Telenet"
"324682", "Belgium", "Mobile Line", "Telenet"
"324683", "Belgium", "Mobile Line", "Telenet"
"324001468", "Belgium", "Mobile Line", "Telenet"
"32463", "Belgium", "Mobile Line", "Tismi"
"3245", "Belgium", "Fixed Line", "Special Services"
"3270", "Belgium", "Fixed Line", "Special Services"
"3277", "Belgium", "Fixed Line", "Special Services"
"3278", "Belgium", "Fixed Line", "Special Services"
"3279", "Belgium", "Fixed Line", "Special Services"
"3290", "Belgium", "Fixed Line", "Special Services"
"32800", "Belgium", "Fixed Line", "Special Services"
"32900", "Belgium", "Fixed Line", "Special Services"
"501", "Belize", "Fixed Line", ""
"50114", "Belize", "Fixed Line", ""
"50115", "Belize", "Fixed Line", ""
"50116", "Belize", "Fixed Line", ""
"50121", "Belize", "Fixed Line", ""
"50131", "Belize", "Fixed Line", ""
"50141", "Belize", "Fixed Line", ""
"50151", "Belize", "Fixed Line", ""
"50171", "Belize", "Fixed Line", ""
"50181", "Belize", "Fixed Line", ""
"50191", "Belize", "Fixed Line", ""
"5016", "Belize", "Mobile Line", ""
"50160", "Belize", "Mobile Line", ""
"50161", "Belize", "Mobile Line", ""
"229", "Benin", "Fixed Line", ""
"22929", "Benin", "Fixed Line", ""
"22939", "Benin", "Fixed Line", ""
"22949", "Benin", "Fixed Line", ""
"22959", "Benin", "Fixed Line", ""
"2290", "Benin", "Mobile Line", ""
"2299", "Benin", "Mobile Line", ""
"22989", "Benin", "Mobile Line", ""
"22993", "Benin", "Mobile Line", "BBCom"
"22966", "Benin", "Mobile Line", "MTN"
"22996", "Benin", "Mobile Line", "MTN"
"22997", "Benin", "Mobile Line", "MTN"
"22994", "Benin", "Mobile Line", "Telecel"
"22995", "Benin", "Mobile Line", "Telecel"
"1441", "Bermuda", "Fixed Line", ""
"975", "Bhutan", "Fixed Line", ""
"97517", "Bhutan", "Mobile Line", ""
"97593", "Bhutan", "Mobile Line", ""
"97594", "Bhutan", "Mobile Line", ""
"97595", "Bhutan", "Mobile Line", ""
"97596", "Bhutan", "Mobile Line", ""
"97597", "Bhutan", "Mobile Line", ""
"97598", "Bhutan", "Mobile Line", ""
"97599", "Bhutan", "Mobile Line", ""
"591", "Bolivia", "Fixed Line", ""
"5911", "Bolivia", "Fixed Line", ""
"5912", "Bolivia", "Fixed Line", ""
"59144", "Bolivia", "Fixed Line", "Chochabamba"
"5914413", "Bolivia", "Fixed Line", "Chochabamba Rural"
"5914434", "Bolivia", "Fixed Line", "Chochabamba Rural"
"5914438", "Bolivia", "Fixed Line", "Chochabamba Rural"
"5914457", "Bolivia", "Fixed Line", "Chochabamba Rural"
"5914477", "Bolivia", "Fixed Line", "Chochabamba Rural"
"5914478", "Bolivia", "Fixed Line", "Chochabamba Rural"
"5914491", "Bolivia", "Fixed Line", "Chochabamba Rural"
"5914492", "Bolivia", "Fixed Line", "Chochabamba Rural"
"5914493", "Bolivia", "Fixed Line", "Chochabamba Rural"
"5914497", "Bolivia", "Fixed Line", "Chochabamba Rural"
"5914498", "Bolivia", "Fixed Line", "Chochabamba Rural"
"5914499", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144627", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144628", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144629", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144645", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144646", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144902", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144903", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144904", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144905", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144906", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144907", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144908", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144909", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144940", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59144960", "Bolivia", "Fixed Line", "Chochabamba Rural"
"59122", "Bolivia", "Fixed Line", "La Paz"
"5916", "Bolivia", "Mobile Line", ""
"5917", "Bolivia", "Mobile Line", ""
"59167", "Bolivia", "Mobile Line", "Entel"
"59171", "Bolivia", "Mobile Line", "Entel"
"59172", "Bolivia", "Mobile Line", "Entel"
"59173", "Bolivia", "Mobile Line", "Entel"
"59174", "Bolivia", "Mobile Line", "Entel"
"59160", "Bolivia", "Mobile Line", "Nuevatel"
"59170", "Bolivia", "Mobile Line", "Nuevatel"
"59179", "Bolivia", "Mobile Line", "Nuevatel"
"59175", "Bolivia", "Mobile Line", "Telecel"
"59176", "Bolivia", "Mobile Line", "Telecel"
"59177", "Bolivia", "Mobile Line", "Telecel"
"59178", "Bolivia", "Mobile Line", "Telecel"
"591468", "Bolivia", "Fixed Line", "Rural"
"5912513", "Bolivia", "Fixed Line", "Rural"
"5913465", "Bolivia", "Fixed Line", "Rural"
"5914672", "Bolivia", "Fixed Line", "Rural"
"59125572", "Bolivia", "Fixed Line", "Rural"
"59125965", "Bolivia", "Fixed Line", "Rural"
"59125972", "Bolivia", "Fixed Line", "Rural"
"59125973", "Bolivia", "Fixed Line", "Rural"
"59125974", "Bolivia", "Fixed Line", "Rural"
"59125975", "Bolivia", "Fixed Line", "Rural"
"59126135", "Bolivia", "Fixed Line", "Rural"
"59126136", "Bolivia", "Fixed Line", "Rural"
"59126137", "Bolivia", "Fixed Line", "Rural"
"59126138", "Bolivia", "Fixed Line", "Rural"
"59126139", "Bolivia", "Fixed Line", "Rural"
"59126932", "Bolivia", "Fixed Line", "Rural"
"59126942", "Bolivia", "Fixed Line", "Rural"
"59126943", "Bolivia", "Fixed Line", "Rural"
"59126949", "Bolivia", "Fixed Line", "Rural"
"59128232", "Bolivia", "Fixed Line", "Rural"
